Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
18.01.2024 14:00;18.01.2024 15:00;67.959,00;54.086,00
18.01.2024 15:00;18.01.2024 16:00;66.869,25;53.928,50
18.01.2024 16:00;18.01.2024 17:00;66.725,50;53.750,00
18.01.2024 17:00;18.01.2024 18:00;69.253,50;54.609,25
18.01.2024 18:00;18.01.2024 19:00;69.646,00;53.200,50
18.01.2024 19:00;18.01.2024 20:00;67.967,00;49.974,50
18.01.2024 20:00;18.01.2024 21:00;63.839,50;44.381,25
18.01.2024 21:00;18.01.2024 22:00;60.174,75;39.498,50
18.01.2024 22:00;18.01.2024 23:00;56.794,25;34.962,00
18.01.2024 23:00;19.01.2024 00:00;52.891,25;29.950,75
19.01.2024 00:00;19.01.2024 01:00;51.475,00;28.562,00
19.01.2024 01:00;19.01.2024 02:00;49.861,00;26.006,75
19.01.2024 02:00;19.01.2024 03:00;48.957,25;24.348,50
19.01.2024 03:00;19.01.2024 04:00;48.807,50;23.516,00
19.01.2024 04:00;19.01.2024 05:00;50.526,25;24.668,50
19.01.2024 05:00;19.01.2024 06:00;53.923,25;27.609,00
19.01.2024 06:00;19.01.2024 07:00;60.802,75;33.998,25
19.01.2024 07:00;19.01.2024 08:00;66.252,75;39.737,50
19.01.2024 08:00;19.01.2024 09:00;68.835,00;41.887,75
19.01.2024 09:00;19.01.2024 10:00;69.812,00;40.306,00
19.01.2024 10:00;19.01.2024 11:00;69.755,25;37.515,50
19.01.2024 11:00;19.01.2024 12:00;70.317,50;36.347,75
19.01.2024 12:00;19.01.2024 13:00;69.531,75;34.654,00
19.01.2024 13:00;19.01.2024 14:00;68.587,50;34.058,75
19.01.2024 14:00;19.01.2024 15:00;67.151,50;34.309,75
19.01.2024 15:00;19.01.2024 16:00;66.121,50;35.599,50
19.01.2024 16:00;19.01.2024 17:00;65.355,25;36.334,25
19.01.2024 17:00;19.01.2024 18:00;67.726,25;37.628,25
19.01.2024 18:00;19.01.2024 19:00;68.203,25;36.580,00
19.01.2024 19:00;19.01.2024 20:00;66.330,25;33.702,50
19.01.2024 20:00;19.01.2024 21:00;62.581,75;29.332,00
19.01.2024 21:00;19.01.2024 22:00;59.377,25;25.801,50
19.01.2024 22:00;19.01.2024 23:00;56.497,25;23.197,25
19.01.2024 23:00;20.01.2024 00:00;53.267,25;19.890,00
20.01.2024 00:00;20.01.2024 01:00;48.494,00;14.692,00
20.01.2024 01:00;20.01.2024 02:00;45.801,75;12.106,00
20.01.2024 02:00;20.01.2024 03:00;44.744,50;11.262,75
20.01.2024 03:00;20.01.2024 04:00;44.146,50;10.836,25
20.01.2024 04:00;20.01.2024 05:00;45.059,25;11.894,25
20.01.2024 05:00;20.01.2024 06:00;46.002,50;12.983,75
20.01.2024 06:00;20.01.2024 07:00;47.030,50;13.747,00
20.01.2024 07:00;20.01.2024 08:00;49.239,25;16.282,00
20.01.2024 08:00;20.01.2024 09:00;52.708,00;19.178,00
20.01.2024 09:00;20.01.2024 10:00;56.333,25;19.986,00
20.01.2024 10:00;20.01.2024 11:00;57.883,00;18.415,00
20.01.2024 11:00;20.01.2024 12:00;58.805,00;17.633,25
20.01.2024 12:00;20.01.2024 13:00;58.536,00;17.534,75
20.01.2024 13:00;20.01.2024 14:00;56.972,75;18.251,75
20.01.2024 14:00;20.01.2024 15:00;55.861,25;21.119,00
20.01.2024 15:00;20.01.2024 16:00;55.021,25;25.271,75
20.01.2024 16:00;20.01.2024 17:00;55.165,75;29.488,50
20.01.2024 17:00;20.01.2024 18:00;57.438,50;32.516,00
20.01.2024 18:00;20.01.2024 19:00;58.944,50;33.769,25
20.01.2024 19:00;20.01.2024 20:00;57.177,00;31.796,75
20.01.2024 20:00;20.01.2024 21:00;53.818,25;28.541,00
20.01.2024 21:00;20.01.2024 22:00;51.509,50;26.402,50
20.01.2024 22:00;20.01.2024 23:00;50.319,75;25.421,75
20.01.2024 23:00;21.01.2024 00:00;48.217,50;23.010,75
21.01.2024 00:00;21.01.2024 01:00;46.622,75;20.752,50
21.01.2024 01:00;21.01.2024 02:00;44.938,50;18.016,50
21.01.2024 02:00;21.01.2024 03:00;44.392,00;16.276,75
21.01.2024 03:00;21.01.2024 04:00;43.840,25;14.535,25
21.01.2024 04:00;21.01.2024 05:00;44.089,00;13.502,00
21.01.2024 05:00;21.01.2024 06:00;44.988,50;12.829,75
21.01.2024 06:00;21.01.2024 07:00;44.903,75;10.702,75
21.01.2024 07:00;21.01.2024 08:00;46.285,25;10.671,50
21.01.2024 08:00;21.01.2024 09:00;48.842,75;10.519,75
21.01.2024 09:00;21.01.2024 10:00;52.861,25;9.955,00
21.01.2024 10:00;21.01.2024 11:00;54.684,00;7.991,25
21.01.2024 11:00;21.01.2024 12:00;56.642,75;7.742,50
21.01.2024 12:00;21.01.2024 13:00;57.224,25;7.773,50
21.01.2024 13:00;21.01.2024 14:00;55.932,25;7.436,50
21.01.2024 14:00;21.01.2024 15:00;54.293,00;7.740,50
21.01.2024 15:00;21.01.2024 16:00;53.782,25;10.052,75
21.01.2024 16:00;21.01.2024 17:00;54.096,00;12.703,25
21.01.2024 17:00;21.01.2024 18:00;57.213,50;16.313,25
21.01.2024 18:00;21.01.2024 19:00;58.792,75;17.931,00
21.01.2024 19:00;21.01.2024 20:00;57.482,25;16.666,75
21.01.2024 20:00;21.01.2024 21:00;55.156,00;14.171,25
21.01.2024 21:00;21.01.2024 22:00;53.209,50;11.783,25
21.01.2024 22:00;21.01.2024 23:00;52.326,75;10.753,25
21.01.2024 23:00;22.01.2024 00:00;50.400,75;8.044,25
22.01.2024 00:00;22.01.2024 01:00;47.686,75;4.169,00
22.01.2024 01:00;22.01.2024 02:00;46.016,75;1.453,75
22.01.2024 02:00;22.01.2024 03:00;45.073,50;-199,00
22.01.2024 03:00;22.01.2024 04:00;45.498,00;-124,00
22.01.2024 04:00;22.01.2024 05:00;47.923,25;1.937,75
22.01.2024 05:00;22.01.2024 06:00;52.472,75;5.779,00
22.01.2024 06:00;22.01.2024 07:00;59.185,25;10.752,25
22.01.2024 07:00;22.01.2024 08:00;64.656,75;15.465,25
22.01.2024 08:00;22.01.2024 09:00;67.400,75;17.478,00
22.01.2024 09:00;22.01.2024 10:00;69.002,75;18.032,75
22.01.2024 10:00;22.01.2024 11:00;70.352,25;18.627,75
22.01.2024 11:00;22.01.2024 12:00;71.597,50;19.594,75
22.01.2024 12:00;22.01.2024 13:00;71.466,25;20.080,25
22.01.2024 13:00;22.01.2024 14:00;70.817,25;20.854,50
22.01.2024 14:00;22.01.2024 15:00;69.513,00;21.234,75
22.01.2024 15:00;22.01.2024 16:00;68.700,25;22.384,50
22.01.2024 16:00;22.01.2024 17:00;68.340,25;23.664,50
22.01.2024 17:00;22.01.2024 18:00;70.366,50;26.270,75
22.01.2024 18:00;22.01.2024 19:00;70.731,50;26.479,00
22.01.2024 19:00;22.01.2024 20:00;68.940,50;24.332,00
22.01.2024 20:00;22.01.2024 21:00;64.664,25;19.684,00
22.01.2024 21:00;22.01.2024 22:00;60.646,25;15.429,50
22.01.2024 22:00;22.01.2024 23:00;57.427,00;12.765,00
22.01.2024 23:00;23.01.2024 00:00;53.749,75;8.902,00
23.01.2024 00:00;23.01.2024 01:00;50.248,00;5.714,00
23.01.2024 01:00;23.01.2024 02:00;48.339,00;3.655,50
23.01.2024 02:00;23.01.2024 03:00;47.412,75;2.692,50
23.01.2024 03:00;23.01.2024 04:00;47.770,75;2.966,50
23.01.2024 04:00;23.01.2024 05:00;49.598,25;4.590,00
23.01.2024 05:00;23.01.2024 06:00;53.893,25;8.716,00
23.01.2024 06:00;23.01.2024 07:00;60.202,50;14.406,00
23.01.2024 07:00;23.01.2024 08:00;65.288,75;20.307,75
23.01.2024 08:00;23.01.2024 09:00;67.751,75;23.091,50
23.01.2024 09:00;23.01.2024 10:00;69.195,50;22.760,25
23.01.2024 10:00;23.01.2024 11:00;70.231,25;21.270,00
23.01.2024 11:00;23.01.2024 12:00;71.170,00;20.362,00
23.01.2024 12:00;23.01.2024 13:00;70.942,50;19.066,50
23.01.2024 13:00;23.01.2024 14:00;70.125,75;19.375,75
23.01.2024 14:00;23.01.2024 15:00;68.661,00;22.424,25
23.01.2024 15:00;23.01.2024 16:00;67.662,00;27.281,25
23.01.2024 16:00;23.01.2024 17:00;67.113,00;30.480,25
23.01.2024 17:00;23.01.2024 18:00;69.250,00;32.453,00
23.01.2024 18:00;23.01.2024 19:00;69.952,50;31.804,50
23.01.2024 19:00;23.01.2024 20:00;68.388,75;28.704,25
23.01.2024 20:00;23.01.2024 21:00;64.128,25;22.773,75
23.01.2024 21:00;23.01.2024 22:00;60.253,25;17.399,00
23.01.2024 22:00;23.01.2024 23:00;56.847,50;13.207,75
23.01.2024 23:00;24.01.2024 00:00;53.219,25;8.207,75
24.01.2024 00:00;24.01.2024 01:00;52.543,50;6.179,75
24.01.2024 01:00;24.01.2024 02:00;50.089,00;3.263,50
24.01.2024 02:00;24.01.2024 03:00;49.318,50;2.149,75
24.01.2024 03:00;24.01.2024 04:00;49.487,50;1.896,00
24.01.2024 04:00;24.01.2024 05:00;51.229,00;3.437,75
24.01.2024 05:00;24.01.2024 06:00;54.531,50;6.395,00
24.01.2024 06:00;24.01.2024 07:00;60.821,00;10.946,50
24.01.2024 07:00;24.01.2024 08:00;65.797,75;15.743,00
24.01.2024 08:00;24.01.2024 09:00;68.537,00;18.158,75
24.01.2024 09:00;24.01.2024 10:00;69.899,50;17.939,75
24.01.2024 10:00;24.01.2024 11:00;71.038,25;17.040,75
24.01.2024 11:00;24.01.2024 12:00;71.881,75;15.999,75
24.01.2024 12:00;24.01.2024 13:00;71.779,75;14.923,00
24.01.2024 13:00;24.01.2024 14:00;70.876,25;14.526,25
24.01.2024 14:00;24.01.2024 15:00;69.383,50;14.596,50
24.01.2024 15:00;24.01.2024 16:00;68.653,50;16.528,50
24.01.2024 16:00;24.01.2024 17:00;67.827,00;18.403,25
24.01.2024 17:00;24.01.2024 18:00;69.601,25;21.247,75
24.01.2024 18:00;24.01.2024 19:00;70.418,00;22.681,75
24.01.2024 19:00;24.01.2024 20:00;68.587,00;21.508,00
24.01.2024 20:00;24.01.2024 21:00;64.482,25;18.041,00
24.01.2024 21:00;24.01.2024 22:00;60.655,00;14.863,00
24.01.2024 22:00;24.01.2024 23:00;57.163,25;12.792,50
24.01.2024 23:00;25.01.2024 00:00;53.453,25;9.774,75
25.01.2024 00:00;25.01.2024 01:00;51.571,25;8.415,75
25.01.2024 01:00;25.01.2024 02:00;49.800,00;7.293,25
25.01.2024 02:00;25.01.2024 03:00;48.419,50;6.665,00
25.01.2024 03:00;25.01.2024 04:00;48.743,00;7.815,75
25.01.2024 04:00;25.01.2024 05:00;50.589,00;10.747,00
25.01.2024 05:00;25.01.2024 06:00;53.594,00;15.238,00
25.01.2024 06:00;25.01.2024 07:00;59.555,25;22.791,25
25.01.2024 07:00;25.01.2024 08:00;64.136,00;29.921,00
25.01.2024 08:00;25.01.2024 09:00;66.299,75;34.122,75
25.01.2024 09:00;25.01.2024 10:00;67.884,25;35.937,00
25.01.2024 10:00;25.01.2024 11:00;68.870,50;36.550,75
25.01.2024 11:00;25.01.2024 12:00;70.212,25;37.936,00
25.01.2024 12:00;25.01.2024 13:00;70.222,75;39.224,00
25.01.2024 13:00;25.01.2024 14:00;69.740,25;41.709,75
25.01.2024 14:00;25.01.2024 15:00;68.671,25;45.012,25
25.01.2024 15:00;25.01.2024 16:00;67.682,75;49.124,75
25.01.2024 16:00;25.01.2024 17:00;66.958,25;52.038,75
25.01.2024 17:00;25.01.2024 18:00;68.477,00;54.665,25
25.01.2024 18:00;25.01.2024 19:00;69.018,00;55.530,00
25.01.2024 19:00;25.01.2024 20:00;66.815,25;53.460,75
25.01.2024 20:00;25.01.2024 21:00;63.275,75;49.615,75
25.01.2024 21:00;25.01.2024 22:00;59.859,50;45.871,00
25.01.2024 22:00;25.01.2024 23:00;57.125,75;42.926,25
25.01.2024 23:00;26.01.2024 00:00;53.733,75;39.252,00
26.01.2024 00:00;26.01.2024 01:00;51.762,75;35.721,00
26.01.2024 01:00;26.01.2024 02:00;50.366,50;33.723,75
26.01.2024 02:00;26.01.2024 03:00;49.412,50;31.528,00
26.01.2024 03:00;26.01.2024 04:00;49.764,25;30.203,00
26.01.2024 04:00;26.01.2024 05:00;51.239,25;29.596,50
26.01.2024 05:00;26.01.2024 06:00;53.383,50;29.112,50
26.01.2024 06:00;26.01.2024 07:00;59.434,00;31.922,50
26.01.2024 07:00;26.01.2024 08:00;64.068,50;33.462,25
26.01.2024 08:00;26.01.2024 09:00;66.496,00;31.925,25
26.01.2024 09:00;26.01.2024 10:00;67.393,75;28.330,25
26.01.2024 10:00;26.01.2024 11:00;67.898,50;24.969,25
26.01.2024 11:00;26.01.2024 12:00;68.454,25;22.504,75
26.01.2024 12:00;26.01.2024 13:00;68.147,25;19.809,00
26.01.2024 13:00;26.01.2024 14:00;67.305,25;17.618,75
26.01.2024 14:00;26.01.2024 15:00;65.662,75;15.868,25
26.01.2024 15:00;26.01.2024 16:00;64.946,25;16.423,00
26.01.2024 16:00;26.01.2024 17:00;64.642,50;18.828,75
26.01.2024 17:00;26.01.2024 18:00;66.919,75;23.537,00
26.01.2024 18:00;26.01.2024 19:00;67.552,00;25.933,75
26.01.2024 19:00;26.01.2024 20:00;65.535,50;25.365,00
26.01.2024 20:00;26.01.2024 21:00;62.047,00;23.173,50
26.01.2024 21:00;26.01.2024 22:00;58.594,50;21.025,50
26.01.2024 22:00;26.01.2024 23:00;56.157,25;20.084,50
26.01.2024 23:00;27.01.2024 00:00;53.557,00;18.555,50
27.01.2024 00:00;27.01.2024 01:00;50.072,00;15.539,25
27.01.2024 01:00;27.01.2024 02:00;48.160,00;14.521,00
27.01.2024 02:00;27.01.2024 03:00;46.745,75;13.852,75
27.01.2024 03:00;27.01.2024 04:00;45.642,25;13.517,75
27.01.2024 04:00;27.01.2024 05:00;45.832,00;14.629,50
27.01.2024 05:00;27.01.2024 06:00;47.167,00;17.085,75
27.01.2024 06:00;27.01.2024 07:00;48.013,50;19.009,50
27.01.2024 07:00;27.01.2024 08:00;50.141,00;22.627,50
27.01.2024 08:00;27.01.2024 09:00;53.458,00;25.876,50
27.01.2024 09:00;27.01.2024 10:00;56.775,00;25.948,25
27.01.2024 10:00;27.01.2024 11:00;58.186,75;23.432,25
27.01.2024 11:00;27.01.2024 12:00;58.862,50;20.934,25
27.01.2024 12:00;27.01.2024 13:00;58.607,50;19.420,25
27.01.2024 13:00;27.01.2024 14:00;57.243,50;19.926,75
27.01.2024 14:00;27.01.2024 15:00;55.532,25;23.678,75
27.01.2024 15:00;27.01.2024 16:00;54.456,75;30.240,25
27.01.2024 16:00;27.01.2024 17:00;54.741,00;37.170,25
27.01.2024 17:00;27.01.2024 18:00;57.211,75;41.706,00
27.01.2024 18:00;27.01.2024 19:00;58.169,25;42.757,00
27.01.2024 19:00;27.01.2024 20:00;56.500,75;41.250,50
27.01.2024 20:00;27.01.2024 21:00;53.644,50;38.354,25
27.01.2024 21:00;27.01.2024 22:00;50.956,50;35.791,00
27.01.2024 22:00;27.01.2024 23:00;49.777,00;34.981,75
27.01.2024 23:00;28.01.2024 00:00;46.965,75;32.503,50
28.01.2024 00:00;28.01.2024 01:00;44.275,75;31.096,25
28.01.2024 01:00;28.01.2024 02:00;42.374,50;30.056,75
28.01.2024 02:00;28.01.2024 03:00;41.757,25;30.217,50
28.01.2024 03:00;28.01.2024 04:00;41.422,50;30.435,25
28.01.2024 04:00;28.01.2024 05:00;41.812,00;31.075,75
28.01.2024 05:00;28.01.2024 06:00;42.314,00;31.232,75
28.01.2024 06:00;28.01.2024 07:00;42.534,25;30.543,75
28.01.2024 07:00;28.01.2024 08:00;44.333,00;31.069,00
28.01.2024 08:00;28.01.2024 09:00;47.267,50;30.176,00
28.01.2024 09:00;28.01.2024 10:00;50.786,25;25.869,00
28.01.2024 10:00;28.01.2024 11:00;52.256,50;19.217,25
28.01.2024 11:00;28.01.2024 12:00;54.399,25;16.453,00
28.01.2024 12:00;28.01.2024 13:00;54.480,75;16.150,75
28.01.2024 13:00;28.01.2024 14:00;53.219,25;17.104,00
28.01.2024 14:00;28.01.2024 15:00;52.029,25;20.567,50
28.01.2024 15:00;28.01.2024 16:00;51.230,50;25.439,50
28.01.2024 16:00;28.01.2024 17:00;52.004,00;29.871,50
28.01.2024 17:00;28.01.2024 18:00;55.347,50;31.691,00
28.01.2024 18:00;28.01.2024 19:00;56.893,25;30.454,00
28.01.2024 19:00;28.01.2024 20:00;55.899,25;27.699,00
28.01.2024 20:00;28.01.2024 21:00;54.021,75;24.754,50
28.01.2024 21:00;28.01.2024 22:00;52.132,25;22.323,75
28.01.2024 22:00;28.01.2024 23:00;51.274,00;21.433,75
28.01.2024 23:00;29.01.2024 00:00;49.149,25;19.190,50
29.01.2024 00:00;29.01.2024 01:00;48.850,00;18.662,25
29.01.2024 01:00;29.01.2024 02:00;46.566,75;16.868,75
29.01.2024 02:00;29.01.2024 03:00;45.901,25;17.107,75
29.01.2024 03:00;29.01.2024 04:00;46.118,00;18.495,50
29.01.2024 04:00;29.01.2024 05:00;48.395,75;22.056,25
29.01.2024 05:00;29.01.2024 06:00;52.799,50;27.717,75
29.01.2024 06:00;29.01.2024 07:00;59.363,75;35.153,75
29.01.2024 07:00;29.01.2024 08:00;64.303,00;41.153,00
29.01.2024 08:00;29.01.2024 09:00;66.741,25;42.449,00
29.01.2024 09:00;29.01.2024 10:00;68.076,50;39.124,00
29.01.2024 10:00;29.01.2024 11:00;68.823,75;35.325,50
29.01.2024 11:00;29.01.2024 12:00;69.911,00;34.815,25
29.01.2024 12:00;29.01.2024 13:00;69.972,25;37.396,00
29.01.2024 13:00;29.01.2024 14:00;69.307,50;41.512,25
29.01.2024 14:00;29.01.2024 15:00;67.969,75;46.588,00
29.01.2024 15:00;29.01.2024 16:00;67.667,75;53.070,00
29.01.2024 16:00;29.01.2024 17:00;66.963,25;57.300,25
29.01.2024 17:00;29.01.2024 18:00;68.563,75;59.828,75
29.01.2024 18:00;29.01.2024 19:00;69.091,25;59.671,50
29.01.2024 19:00;29.01.2024 20:00;67.395,75;57.674,00
29.01.2024 20:00;29.01.2024 21:00;64.098,25;54.217,50
29.01.2024 21:00;29.01.2024 22:00;60.744,75;50.931,50
29.01.2024 22:00;29.01.2024 23:00;57.990,50;48.290,25
29.01.2024 23:00;30.01.2024 00:00;54.699,25;45.043,25
30.01.2024 00:00;30.01.2024 01:00;54.090,50;40.793,00
30.01.2024 01:00;30.01.2024 02:00;51.753,00;38.373,50
30.01.2024 02:00;30.01.2024 03:00;50.904,25;36.923,50
30.01.2024 03:00;30.01.2024 04:00;50.912,25;35.923,50
30.01.2024 04:00;30.01.2024 05:00;52.798,00;36.719,00
30.01.2024 05:00;30.01.2024 06:00;56.529,75;39.323,25
30.01.2024 06:00;30.01.2024 07:00;62.002,00;43.504,25
30.01.2024 07:00;30.01.2024 08:00;65.974,25;46.558,25
30.01.2024 08:00;30.01.2024 09:00;68.459,25;46.359,75
30.01.2024 09:00;30.01.2024 10:00;70.400,00;42.809,25
30.01.2024 10:00;30.01.2024 11:00;70.979,50;38.653,25
30.01.2024 11:00;30.01.2024 12:00;72.118,00;37.714,75
30.01.2024 12:00;30.01.2024 13:00;72.230,25;38.444,75
30.01.2024 13:00;30.01.2024 14:00;71.705,25;39.836,25
30.01.2024 14:00;30.01.2024 15:00;70.670,25;41.255,00
30.01.2024 15:00;30.01.2024 16:00;70.484,00;43.767,00
30.01.2024 16:00;30.01.2024 17:00;70.204,50;45.172,50
30.01.2024 17:00;30.01.2024 18:00;71.995,25;46.182,00
30.01.2024 18:00;30.01.2024 19:00;72.510,00;45.165,75
30.01.2024 19:00;30.01.2024 20:00;70.311,25;41.962,00
30.01.2024 20:00;30.01.2024 21:00;67.418,75;38.659,25
30.01.2024 21:00;30.01.2024 22:00;64.439,75;35.796,50
30.01.2024 22:00;30.01.2024 23:00;61.733,50;33.897,00
30.01.2024 23:00;31.01.2024 00:00;58.338,00;31.354,75
31.01.2024 00:00;31.01.2024 01:00;50.279,50;24.012,50
31.01.2024 01:00;31.01.2024 02:00;48.564,75;23.443,25
31.01.2024 02:00;31.01.2024 03:00;47.742,50;23.961,75
31.01.2024 03:00;31.01.2024 04:00;48.432,00;26.041,25
31.01.2024 04:00;31.01.2024 05:00;50.485,50;29.599,50
31.01.2024 05:00;31.01.2024 06:00;55.859,50;36.817,00
31.01.2024 06:00;31.01.2024 07:00;61.331,25;43.910,50
31.01.2024 07:00;31.01.2024 08:00;65.363,75;49.013,25
31.01.2024 08:00;31.01.2024 09:00;67.976,50;50.863,75
31.01.2024 09:00;31.01.2024 10:00;69.965,25;49.370,50
31.01.2024 10:00;31.01.2024 11:00;70.649,50;45.860,75
31.01.2024 11:00;31.01.2024 12:00;71.739,50;43.093,50
31.01.2024 12:00;31.01.2024 13:00;71.729,00;40.064,75
31.01.2024 13:00;31.01.2024 14:00;71.137,00;38.505,50
31.01.2024 14:00;31.01.2024 15:00;70.141,25;39.267,75
31.01.2024 15:00;31.01.2024 16:00;69.834,75;42.801,25
31.01.2024 16:00;31.01.2024 17:00;69.724,75;45.518,50
31.01.2024 17:00;31.01.2024 18:00;71.661,25;46.073,00
31.01.2024 18:00;31.01.2024 19:00;72.240,25;42.908,75
31.01.2024 19:00;31.01.2024 20:00;70.188,50;37.261,25
31.01.2024 20:00;31.01.2024 21:00;67.194,75;30.907,00
31.01.2024 21:00;31.01.2024 22:00;64.054,50;25.264,75
31.01.2024 22:00;31.01.2024 23:00;61.326,25;21.836,50
31.01.2024 23:00;01.02.2024 00:00;58.100,25;17.973,50
01.02.2024 00:00;01.02.2024 01:00;51.645,75;10.081,25
01.02.2024 01:00;01.02.2024 02:00;50.020,00;9.011,75
01.02.2024 02:00;01.02.2024 03:00;49.583,25;9.582,00
01.02.2024 03:00;01.02.2024 04:00;49.916,00;10.968,00
01.02.2024 04:00;01.02.2024 05:00;51.342,00;13.372,25
01.02.2024 05:00;01.02.2024 06:00;53.557,25;16.824,75
01.02.2024 06:00;01.02.2024 07:00;59.678,75;23.792,50
01.02.2024 07:00;01.02.2024 08:00;64.481,75;29.991,50
01.02.2024 08:00;01.02.2024 09:00;67.451,00;33.301,25
01.02.2024 09:00;01.02.2024 10:00;68.896,00;32.845,75
01.02.2024 10:00;01.02.2024 11:00;69.933,50;30.648,00
01.02.2024 11:00;01.02.2024 12:00;70.338,00;27.537,25
01.02.2024 12:00;01.02.2024 13:00;69.985,25;24.489,00
01.02.2024 13:00;01.02.2024 14:00;69.137,25;23.251,00
01.02.2024 14:00;01.02.2024 15:00;68.046,25;24.798,25
01.02.2024 15:00;01.02.2024 16:00;67.257,00;29.159,75
01.02.2024 16:00;01.02.2024 17:00;67.544,00;35.119,50
01.02.2024 17:00;01.02.2024 18:00;70.485,00;40.679,50
01.02.2024 18:00;01.02.2024 19:00;71.019,00;41.878,75
01.02.2024 19:00;01.02.2024 20:00;69.126,00;41.032,25
01.02.2024 20:00;01.02.2024 21:00;65.800,75;38.795,00
01.02.2024 21:00;01.02.2024 22:00;62.503,00;36.438,00
01.02.2024 22:00;01.02.2024 23:00;59.074,25;33.659,75
01.02.2024 23:00;02.02.2024 00:00;55.631,75;30.333,25
02.02.2024 00:00;02.02.2024 01:00;50.009,25;24.701,00
02.02.2024 01:00;02.02.2024 02:00;48.016,00;22.598,75
02.02.2024 02:00;02.02.2024 03:00;47.083,25;21.396,75
02.02.2024 03:00;02.02.2024 04:00;46.725,00;20.697,25
02.02.2024 04:00;02.02.2024 05:00;48.834,25;22.406,00
02.02.2024 05:00;02.02.2024 06:00;52.504,00;25.649,00
02.02.2024 06:00;02.02.2024 07:00;58.726,00;31.063,75
02.02.2024 07:00;02.02.2024 08:00;63.245,50;34.957,50
02.02.2024 08:00;02.02.2024 09:00;66.209,25;36.185,00
02.02.2024 09:00;02.02.2024 10:00;67.428,50;34.671,00
02.02.2024 10:00;02.02.2024 11:00;67.542,50;32.259,50
02.02.2024 11:00;02.02.2024 12:00;67.738,50;29.801,50
02.02.2024 12:00;02.02.2024 13:00;67.162,75;26.535,50
02.02.2024 13:00;02.02.2024 14:00;66.386,25;24.081,75
02.02.2024 14:00;02.02.2024 15:00;65.294,00;22.586,25
02.02.2024 15:00;02.02.2024 16:00;65.008,00;22.935,25
02.02.2024 16:00;02.02.2024 17:00;64.526,00;23.362,00
02.02.2024 17:00;02.02.2024 18:00;66.657,00;25.128,00
02.02.2024 18:00;02.02.2024 19:00;67.038,00;24.546,75
02.02.2024 19:00;02.02.2024 20:00;65.052,75;22.028,00
02.02.2024 20:00;02.02.2024 21:00;61.806,75;18.366,50
02.02.2024 21:00;02.02.2024 22:00;58.389,50;14.871,50
02.02.2024 22:00;02.02.2024 23:00;55.469,00;12.895,00
02.02.2024 23:00;03.02.2024 00:00;51.764,25;9.209,50
03.02.2024 00:00;03.02.2024 01:00;48.073,00;5.769,00
03.02.2024 01:00;03.02.2024 02:00;45.712,00;3.685,00
03.02.2024 02:00;03.02.2024 03:00;44.297,00;2.574,75
03.02.2024 03:00;03.02.2024 04:00;43.463,00;2.184,00
03.02.2024 04:00;03.02.2024 05:00;43.760,75;2.933,00
03.02.2024 05:00;03.02.2024 06:00;45.095,50;4.620,50
03.02.2024 06:00;03.02.2024 07:00;46.420,25;5.536,75
03.02.2024 07:00;03.02.2024 08:00;48.731,25;8.287,00
03.02.2024 08:00;03.02.2024 09:00;52.054,50;11.303,75
03.02.2024 09:00;03.02.2024 10:00;55.163,50;13.013,75
03.02.2024 10:00;03.02.2024 11:00;56.500,25;12.578,50
03.02.2024 11:00;03.02.2024 12:00;57.126,00;11.687,25
03.02.2024 12:00;03.02.2024 13:00;56.816,25;10.833,50
03.02.2024 13:00;03.02.2024 14:00;55.301,50;9.794,25
03.02.2024 14:00;03.02.2024 15:00;54.059,50;10.787,75
03.02.2024 15:00;03.02.2024 16:00;53.324,00;13.288,00
03.02.2024 16:00;03.02.2024 17:00;53.104,00;16.056,00
03.02.2024 17:00;03.02.2024 18:00;55.316,75;19.802,25
03.02.2024 18:00;03.02.2024 19:00;56.600,75;21.598,75
03.02.2024 19:00;03.02.2024 20:00;55.156,50;20.166,00
03.02.2024 20:00;03.02.2024 21:00;52.243,00;16.915,00
03.02.2024 21:00;03.02.2024 22:00;49.745,25;14.254,50
03.02.2024 22:00;03.02.2024 23:00;48.627,50;13.233,25
03.02.2024 23:00;04.02.2024 00:00;46.282,50;10.142,50
04.02.2024 00:00;04.02.2024 01:00;43.157,00;7.037,00
04.02.2024 01:00;04.02.2024 02:00;41.348,50;4.597,75
04.02.2024 02:00;04.02.2024 03:00;40.095,00;2.435,25
04.02.2024 03:00;04.02.2024 04:00;39.381,00;1.082,25
04.02.2024 04:00;04.02.2024 05:00;39.601,50;691,75
04.02.2024 05:00;04.02.2024 06:00;40.180,75;667,25
04.02.2024 06:00;04.02.2024 07:00;40.597,50;86,25
04.02.2024 07:00;04.02.2024 08:00;42.280,50;1.358,50
04.02.2024 08:00;04.02.2024 09:00;45.333,25;3.001,25
04.02.2024 09:00;04.02.2024 10:00;48.954,00;4.000,25
04.02.2024 10:00;04.02.2024 11:00;51.259,75;3.857,00
04.02.2024 11:00;04.02.2024 12:00;52.947,50;3.612,00
04.02.2024 12:00;04.02.2024 13:00;52.718,25;2.321,25
04.02.2024 13:00;04.02.2024 14:00;51.145,50;1.529,00
04.02.2024 14:00;04.02.2024 15:00;49.484,25;1.355,25
04.02.2024 15:00;04.02.2024 16:00;49.046,50;2.633,25
